,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,AGE04_TOT,AGE59_TOT,AGE1014_TOT,AGE1519_TOT,AGE2024_TOT,AGE2529_TOT,AGE3034_TOT,AGE3539_TOT,AGE4044_TOT,AGE4549_TOT,AGE5054_TOT,AGE5559_TOT,AGE6064_TOT,AGE6569_TOT,AGE7074_TOT,AGE7579_TOT,AGE8084_TOT,AGE85PLUS_TOT,FIPS,metrics.infectionRate,riskLevels.caseDensity,riskLevels.icuHeadroomRatio
0,01,001,Alabama,Autauga County,12,55869,3277,3465,3851,3659,3178,3799,3533,3661,3604,3877,3775,3896,3370,2683,2330,1796,1179,936,01001,0.918199405446,3,3
1,01,003,Alabama,Baldwin County,12,223234,12039,13066,14079,13084,11091,12618,12551,13446,13224,14472,14319,16267,16148,14881,13163,9043,5297,4446,01003,1.15256572461,3,1
2,01,005,Alabama,Barbour County,12,24686,1309,1408,1476,1402,1487,1785,1669,1545,1413,1578,1504,1709,1540,1501,1365,939,587,469,01005,0.703120489487,1,0
3,01,007,Alabama,Bibb County,12,22394,1246,1198,1269,1279,1333,1726,1609,1532,1411,1622,1530,1516,1390,1156,1030,712,446,389,01007,0.835676051999,3,4
4,01,009,Alabama,Blount County,12,57826,3438,3639,3858,3587,3193,3590,3359,3524,3468,3868,3842,3986,3660,3311,3038,2049,1316,1100,01009,0.930608708672,3,3
5,01,011,Alabama,Bullock County,12,10101,565,613,616,521,602,761,713,732,662,617,578,715,695,566,431,292,231,191,01011,1.03381845331,2,4
6,01,013,Alabama,Butler County,12,19448,1100,1180,1263,1149,1097,1136,1083,1244,1124,1169,1092,1341,1421,1263,982,714,529,561,01013,0.8829501227490001,3,0
7,01,015,Alabama,Calhoun County,12,113605,6568,6432,7118,7430,7180,7923,7046,6885,6760,6784,7124,7937,7871,6796,5504,3788,2334,2125,01015,1.01902796948,3,3
8,01,017,Alabama,Chambers County,12,33254,1882,1935,1957,1818,1883,2371,1857,1791,1855,2149,2196,2458,2387,2119,1792,1293,743,768,01017,0.928480543359,3,4
9,01,019,Alabama,Cherokee County,12,26196,1213,1324,1489,1473,1299,1521,1289,1278,1418,1726,1826,1984,2192,1844,1763,1221,759,577,01019,0.7956772321150001,2,4
10,01,021,Alabama,Chilton County,12,44428,2711,2984,3036,2841,2502,2989,2633,2652,2790,2857,2888,3033,2912,2497,2054,1401,835,813,01021,0.997429660757,3,0
12,01,025,Alabama,Clarke County,12,23622,1371,1320,1405,1488,1423,1511,1163,1344,1334,1470,1556,1742,1652,1373,1267,984,657,562,01025,0.803752659048,3,4
13,01,027,Alabama,Clay County,12,13235,700,738,782,736,766,750,699,771,724,868,945,1029,942,845,677,564,389,310,01027,0.78108918608,3,1
14,01,029,Alabama,Cleburne County,12,14910,897,935,953,887,742,925,812,867,822,1066,992,1112,892,915,843,591,319,340,01029,0.7289538560709999,3,4
15,01,031,Alabama,Coffee County,12,52342,3195,3426,3651,3300,3027,3301,3280,3432,3289,3519,3334,3292,3265,2796,2508,1621,1125,981,01031,0.973368268299,3,3
16,01,033,Alabama,Colbert County,12,55241,3133,3202,3319,3032,3078,3814,3371,3238,3140,3465,3623,3900,3861,3414,2825,2148,1414,1264,01033,0.964955461598,3,1
17,01,035,Alabama,Conecuh County,12,12067,640,720,687,681,636,696,622,632,635,685,755,917,929,790,812,538,375,317,01035,0.6947646713510001,2,4
18,01,037,Alabama,Coosa County,12,10663,463,464,517,478,526,598,509,508,571,775,780,935,971,805,676,511,302,274,01037,0.957458785826,3,4
19,01,039,Alabama,Covington County,12,37049,2199,2291,2277,2104,1877,2281,2067,2056,1981,2235,2300,2710,2751,2280,2105,1519,1035,981,01039,0.906260145329,3,2
20,01,041,Alabama,Crenshaw County,12,13772,791,887,889,859,750,867,778,759,774,890,858,1005,994,833,784,443,303,308,01041,0.72921158627,2,4
21,01,043,Alabama,Cullman County,12,83768,5176,5215,5213,5000,4603,5633,5185,4909,5092,5248,5362,5805,5592,4931,4339,3024,2009,1432,01043,0.930566428819,3,3
22,01,045,Alabama,Dale County,12,49172,3273,3133,3007,2908,3164,3773,3514,2967,2667,2957,2894,3228,3185,2650,2259,1608,1048,937,01045,0.789506529192,3,3
23,01,047,Alabama,Dallas County,12,37196,2202,2313,2646,2532,2235,2278,2031,2077,2009,2112,2222,2747,2771,2300,1898,1223,880,720,01047,0.886712214527,3,0
24,01,049,Alabama,DeKalb County,12,71513,4269,4656,5119,4799,4145,4606,3920,4176,4497,4783,4602,4767,4573,3972,3540,2368,1480,1241,01049,1.0021237363200002,3,3
25,01,051,Alabama,Elmore County,12,81209,4734,4973,5271,5012,4794,5834,5519,5399,5220,5522,5248,5767,5259,4182,3543,2374,1409,1149,01051,0.988725474577,3,3
26,01,053,Alabama,Escambia County,12,36633,2202,2314,2325,2148,2045,2673,2300,2270,2208,2422,2253,2507,2275,2056,1741,1336,864,694,01053,0.784017439386,2,0
27,01,055,Alabama,Etowah County,12,102268,5964,5936,6078,6127,6124,6679,5785,6091,6000,7021,6755,6907,7005,6414,5459,3598,2343,1982,01055,1.04241083791,3,3
28,01,057,Alabama,Fayette County,12,16302,902,956,997,912,912,997,873,889,913,1053,1009,1190,1154,1119,924,707,470,325,01057,0.986216459673,3,0
29,01,059,Alabama,Franklin County,12,31362,2127,2167,2185,2009,1766,2043,1922,1836,1882,2170,1954,2007,1920,1696,1399,999,693,587,01059,1.02717421971,3,3
30,01,061,Alabama,Geneva County,12,26271,1430,1561,1723,1618,1243,1505,1518,1471,1526,1681,1807,1837,1931,1651,1453,1055,669,592,01061,0.886420056498,3,1
32,01,065,Alabama,Hale County,12,14651,990,906,947,872,877,956,803,848,782,784,883,1080,1038,917,740,529,337,362,01065,0.94304047845,3,4
33,01,067,Alabama,Henry County,12,17205,896,925,1025,997,845,929,888,1014,1030,1137,1111,1137,1240,1287,1126,704,482,432,01067,0.812576875134,2,4
34,01,069,Alabama,Houston County,12,105882,6631,6568,6818,6603,5805,7137,6662,6748,6336,6717,6568,7273,6832,6041,5168,3502,2353,2120,01069,1.07049366575,3,2
35,01,071,Alabama,Jackson County,12,51626,2777,2816,3107,3075,2740,3203,2731,2923,3152,3484,3372,3765,3890,3376,2859,2039,1321,996,01071,1.21015083881,3,3
36,01,073,Alabama,Jefferson County,12,658573,42323,41498,41885,40712,41155,49542,46758,43602,39914,39930,38601,42852,42472,36582,27095,18020,12222,13410,01073,1.07544504401,3,0
37,01,075,Alabama,Lamar County,12,13805,784,754,874,811,700,777,721,728,824,907,875,978,1012,843,803,605,450,359,01075,1.0443837939899998,3,4
38,01,077,Alabama,Lauderdale County,12,92729,4732,4804,5287,6074,7688,6022,5095,5170,4774,5580,5775,6301,6420,5810,5084,3634,2347,2132,01077,1.03132371498,3,0
39,01,079,Alabama,Lawrence County,12,32924,1834,1896,2143,1910,1714,2096,1879,1854,1830,2200,2437,2571,2273,1961,1737,1268,735,586,01079,0.954391430026,3,0
40,01,081,Alabama,Lee County,12,164542,9572,9519,9995,13266,21333,12572,10536,10466,9529,9828,9279,9607,8628,7027,5651,3625,2251,1858,01081,1.010047747,2,0
41,01,083,Alabama,Limestone County,12,98915,5474,6012,6584,6220,5399,6432,6492,6864,6622,7050,7207,7250,6228,4937,4157,2815,1740,1432,01083,1.01722298054,3,3
42,01,085,Alabama,Lowndes County,12,9726,586,628,600,541,530,638,584,533,471,555,653,765,721,583,510,370,236,222,01085,0.919073368317,2,4
43,01,087,Alabama,Macon County,12,18068,875,830,849,1548,2085,1208,873,788,784,953,1039,1213,1238,1302,984,672,418,409,01087,0.842108711284,3,4
44,01,089,Alabama,Madison County,12,372909,21862,22016,22981,24175,25074,27249,25563,24124,21531,23027,25112,28818,24241,18271,14803,10378,7253,6431,01089,1.11339834146,3,2
45,01,091,Alabama,Marengo County,12,18863,1165,1104,1250,1160,1072,1234,1103,990,1072,1158,1202,1260,1344,1135,988,704,435,487,01091,0.927714442415,3,1
46,01,093,Alabama,Marion County,12,29709,1572,1681,1787,1761,1592,1760,1653,1645,1639,2009,2078,2153,1990,1823,1675,1222,950,719,01093,0.902731273646,3,0
47,01,095,Alabama,Marshall County,12,96774,6975,6475,6874,6174,5514,6284,5719,5772,5385,6208,6043,6534,6067,5199,4438,3303,2039,1771,01095,1.07363915091,3,3
48,01,097,Alabama,Mobile County,12,413210,27158,26316,26814,26239,26253,30329,27606,25762,23949,24462,24734,27803,27043,22666,18329,12370,7974,7403,01097,0.991697561162,2,1
49,01,099,Alabama,Monroe County,12,20733,1058,1153,1334,1321,1208,1248,1001,1095,1163,1335,1345,1520,1567,1381,1062,867,510,565,01099,0.780355710493,2,0
50,01,101,Alabama,Montgomery County,12,226486,15300,14688,14465,14927,16002,16947,15626,14882,13236,13639,13094,14480,13919,11968,8938,6109,4139,4127,01101,0.935398347271,2,1
51,01,103,Alabama,Morgan County,12,119679,7245,7405,7921,7333,6742,7586,7130,7331,7121,7681,8302,8599,7942,6798,5620,4091,2612,2220,01103,1.0975393461799998,3,3
52,01,105,Alabama,Perry County,12,8923,507,498,517,849,760,536,425,457,434,507,479,543,616,503,430,360,265,237,01105,0.957569721602,3,4
53,01,107,Alabama,Pickens County,12,19930,1026,1038,1083,1186,1202,1379,1319,1262,1069,1323,1307,1518,1332,1212,984,726,534,430,01107,0.989460940902,3,2
54,01,109,Alabama,Pike County,12,33114,1751,1752,1762,2908,5544,2352,1624,1734,1585,1667,1646,1886,1872,1484,1369,947,662,569,01109,0.778128551606,2,0
55,01,111,Alabama,Randolph County,12,22722,1278,1318,1386,1437,1287,1324,1145,1188,1223,1440,1556,1739,1660,1469,1259,935,576,502,01111,0.8321296577949999,3,4
56,01,113,Alabama,Russell County,12,57961,4018,3926,3888,3450,3331,4650,4069,3824,3481,3563,3658,3923,3591,2899,2307,1533,976,874,01113,1.0013633068,2,4
57,01,115,Alabama,St. Clair County,12,89512,5200,5640,5957,5142,4552,5858,5978,5951,5622,6144,6048,6431,5906,4966,4135,2925,1724,1333,01115,1.06965604907,3,3
58,01,117,Alabama,Shelby County,12,217702,12283,13716,15165,14639,12622,12955,13253,14763,14847,15779,14571,14823,13562,11852,9313,6151,3798,3610,01117,1.0322578134,3,3
59,01,119,Alabama,Sumter County,12,12427,713,613,645,1007,1750,857,534,513,516,650,612,846,846,782,533,364,290,356,01119,0.937355843175,3,4
60,01,121,Alabama,Talladega County,12,79978,4273,4417,4980,5022,4893,5442,4893,4741,4630,5403,5274,5623,5618,4855,4052,2754,1701,1407,01121,1.01312496088,3,3
61,01,123,Alabama,Tallapoosa County,12,40367,2148,2356,2351,2183,2152,2508,2115,2089,2035,2439,2813,2993,3198,2918,2437,1734,1083,815,01123,0.816731549316,3,3
62,01,125,Alabama,Tuscaloosa County,12,209355,12532,12364,11951,17017,23432,16806,14056,13217,11973,12240,11216,11926,11836,10272,7418,4836,3085,3178,01125,1.0724958347,3,3
63,01,127,Alabama,Walker County,12,63521,3854,3949,3877,3770,3548,4162,3512,3454,3734,4081,4130,4530,4511,3931,3398,2383,1641,1056,01127,1.0677896034,3,3
64,01,129,Alabama,Washington County,12,16326,903,915,1066,1085,952,1017,796,923,875,1063,1109,1247,1156,1029,870,603,382,335,01129,0.630526782507,2,4
65,01,131,Alabama,Wilcox County,12,10373,654,649,656,770,680,598,545,547,563,609,613,683,701,679,574,350,257,245,01131,0.923535628572,2,4
66,01,133,Alabama,Winston County,12,23629,1264,1262,1391,1358,1262,1312,1195,1269,1329,1573,1680,1843,1724,1543,1391,1014,628,591,01133,1.0132354953,3,1
68,02,016,Alaska,Aleutians West Census Area,12,5634,188,182,182,180,359,555,460,477,553,554,603,497,425,239,116,31,16,17,02016,0.944428158976,1,4
69,02,020,Alaska,Anchorage Municipality,12,288000,19958,19579,18754,17489,21277,25696,24246,21530,17133,16871,16680,18447,16583,12834,9173,5505,3128,3117,02020,0.960526715068,3,2
70,02,050,Alaska,Bethel Census Area,12,18386,1976,1926,1654,1557,1330,1492,1356,1101,892,859,910,1039,846,632,360,271,114,71,02050,1.16639665407,3,4
74,02,090,Alaska,Fairbanks North Star Borough,12,96849,7179,6618,5923,5633,10104,9685,8186,7074,5346,4897,4820,5443,5113,4418,3088,1726,876,720,02090,1.02317994002,3,1
77,02,110,Alaska,Juneau City and Borough,12,31974,1807,1927,1874,1900,1888,2457,2423,2396,2041,2072,2133,2396,2199,1790,1287,669,379,336,02110,0.754874864982,2,0
78,02,122,Alaska,Kenai Peninsula Borough,12,58708,3483,3701,3736,3442,3020,3781,3634,3749,3363,3416,3537,4373,4698,4317,2884,1890,939,745,02122,1.08433683209,3,3
79,02,130,Alaska,Ketchikan Gateway Borough,12,13901,783,848,825,854,752,976,952,1024,824,808,848,1095,1021,845,638,407,194,207,02130,0.605457038561,2,0
80,02,150,Alaska,Kodiak Island Borough,12,12998,949,960,859,768,905,1073,1091,989,832,670,727,880,819,559,420,260,140,97,02150,1.04902805551,3,4
81,02,158,Alaska,Kusilvak Census Area,12,8314,1095,1042,823,746,608,695,636,416,316,317,373,421,320,225,137,67,43,34,02158,0.8190808640389999,3,4
83,02,170,Alaska,Matanuska-Susitna Borough,12,108317,7356,8136,8350,7259,6039,7594,7920,7867,6822,6615,6421,7206,6977,5670,3668,2338,1132,947,02170,1.1431197301,3,0
84,02,180,Alaska,Nome Census Area,12,10004,996,1057,905,778,688,812,757,620,541,507,501,564,475,339,222,124,70,48,02180,1.1791046269,3,4
85,02,185,Alaska,North Slope Borough,12,9832,776,794,683,588,537,786,784,692,569,685,865,807,530,332,188,106,56,54,02185,0.777556155104,3,4
86,02,188,Alaska,Northwest Arctic Borough,12,7621,804,858,733,569,529,668,569,431,379,344,413,424,343,175,158,87,68,69,02188,0.853545924547,3,4
91,02,240,Alaska,Southeast Fairbanks Census Area,12,6893,530,499,420,412,314,495,472,443,413,408,453,486,470,419,294,197,103,65,02240,0.946132904064,3,4
96,04,001,Arizona,Apache County,12,71887,4833,5390,5833,5368,4514,5069,4474,4068,3791,3817,4087,4758,4551,3784,2913,2098,1410,1129,04001,1.22080362355,3,4
97,04,003,Arizona,Cochise County,12,125922,7157,7538,7789,7659,7034,8048,7513,7777,6436,6353,6823,8073,8604,8710,7773,5825,3821,2989,04003,1.1807185797,3,2
98,04,005,Arizona,Coconino County,12,143476,7589,8000,8323,14545,19915,11293,8805,8538,7424,7064,7063,8054,8201,6915,4952,3254,1840,1701,04005,1.0400034821600002,3,1
99,04,007,Arizona,Gila County,12,54018,2821,3113,2988,2713,2392,2836,2589,2590,2183,2510,2903,3851,4660,4709,4421,3197,1926,1616,04007,1.19830746952,3,3
100,04,009,Arizona,Graham County,12,38837,2718,2894,3055,2895,2796,3076,2720,2707,2437,2214,1945,1938,2002,1692,1443,979,684,642,04009,1.10467101985,3,4
101,04,011,Arizona,Greenlee County,12,9498,755,691,750,597,625,704,686,691,608,527,539,519,509,422,290,228,154,203,04011,1.17237257899,3,4
102,04,012,Arizona,La Paz County,12,21108,970,910,1047,899,862,1008,881,923,856,823,966,1212,1359,1615,2183,2036,1461,1097,04012,1.32703378514,3,0
103,04,013,Arizona,Maricopa County,12,4485414,276119,290204,305729,300164,296160,340955,317424,303640,280702,285146,270492,273909,248439,215853,186626,130836,82694,80322,04013,1.13620535574,3,0
104,04,015,Arizona,Mohave County,12,212181,9150,9502,10510,9788,9137,11229,10723,9860,9316,10429,11947,16086,18594,18838,18232,13734,8772,6334,04015,1.16043631045,3,0
105,04,017,Arizona,Navajo County,12,110924,7447,8174,8678,7577,6138,6980,6509,6214,5681,5848,6021,7289,7539,6873,5711,3981,2436,1828,04017,1.15518300115,3,3
106,04,019,Arizona,Pima County,12,1047279,57018,59650,61977,68660,89423,74578,61054,62678,57711,56966,55674,63377,65959,63686,56557,40544,26021,25746,04019,1.17310873889,3,0
107,04,021,Arizona,Pinal County,12,462789,25339,29080,30827,27560,25821,30358,30843,31522,28666,27260,24268,26417,28262,28843,28241,20198,11144,8140,04021,1.16012850563,3,3
108,04,023,Arizona,Santa Cruz County,12,46498,3219,3416,3605,3528,2890,2821,2559,2512,2482,2641,2606,2774,2854,2576,2367,1703,997,948,04023,1.29039062185,3,4
109,04,025,Arizona,Yavapai County,12,235099,9541,10125,11208,11249,10419,11000,10430,10577,9958,11224,12792,17877,22261,24005,21355,14805,8724,7549,04025,1.26978912231,3,0
110,04,027,Arizona,Yuma County,12,213787,15112,15005,14734,14863,17356,15924,14004,12684,10795,10521,10621,10597,10269,9978,10136,9249,6446,5493,04027,1.16877294056,3,2
111,05,001,Arkansas,Arkansas County,12,17486,1133,1139,1083,997,886,1083,961,945,1096,1066,1061,1258,1227,1148,918,599,448,438,05001,0.793107707451,3,4
112,05,003,Arkansas,Ashley County,12,19657,1108,1246,1255,1180,1090,1167,1040,1019,1126,1266,1265,1455,1324,1218,1128,834,533,403,05003,1.05525933418,3,0
113,05,005,Arkansas,Baxter County,12,41932,1903,1953,2256,2032,1753,2027,1951,2038,1898,2101,2444,3143,3375,3418,3331,2843,1801,1665,05005,0.933541978409,3,3
114,05,007,Arkansas,Benton County,12,279141,19390,20140,21001,18578,16210,20385,20874,21631,18708,17943,16148,15945,14286,11955,10227,6932,4464,4324,05007,1.0092355804100002,3,3
115,05,009,Arkansas,Boone County,12,37432,2252,2370,2452,2203,1967,2338,2023,2195,2066,2294,2335,2653,2443,2260,2087,1559,981,954,05009,1.0515899089299998,3,0
116,05,011,Arkansas,Bradley County,12,10763,646,736,769,675,532,630,662,634,637,668,674,728,702,632,499,408,255,276,05011,1.27090866271,3,4
118,05,015,Arkansas,Carroll County,12,28380,1577,1659,1839,1630,1399,1548,1494,1552,1463,1619,1683,2022,2123,2193,1899,1293,724,663,05015,1.08449896722,3,4
119,05,017,Arkansas,Chicot County,12,10118,559,609,683,577,616,573,504,574,496,631,599,757,804,682,471,401,262,320,05017,1.08187022421,3,4
120,05,019,Arkansas,Clark County,12,22320,1174,1163,1214,2313,3296,1354,1106,1059,1037,1207,1096,1264,1284,1115,956,726,502,454,05019,0.803594046436,3,4
121,05,021,Arkansas,Clay County,12,14551,828,847,866,862,786,941,747,790,813,875,977,1034,1003,886,867,633,431,365,05021,0.925432696569,3,4
122,05,023,Arkansas,Cleburne County,12,24919,1118,1261,1437,1320,1097,1218,1195,1341,1287,1378,1580,1938,1959,1824,1821,1382,877,886,05023,0.984940497455,3,4
124,05,027,Arkansas,Columbia County,12,23457,1336,1330,1380,2296,2635,1418,1155,1290,1111,1223,1273,1454,1396,1264,1026,732,577,561,05027,1.05104346709,3,0
125,05,029,Arkansas,Conway County,12,20846,1249,1347,1296,1261,1029,1282,1181,1230,1133,1271,1335,1573,1546,1219,1047,785,521,541,05029,0.8617799995090001,3,4
126,05,031,Arkansas,Craighead County,12,110332,7760,7571,7702,8220,8009,8854,8100,7361,6801,6410,5980,6311,5829,4934,3920,2832,1832,1906,05031,0.987678120923,3,2
127,05,033,Arkansas,Crawford County,12,63257,4024,4145,4539,4125,3434,4071,3942,3821,3794,4006,4009,4347,4151,3366,2875,2147,1304,1157,05033,0.905037705335,3,3
128,05,035,Arkansas,Crittenden County,12,47955,3700,3453,3646,3391,3023,3338,2969,2951,2821,2788,2877,3132,2906,2351,1799,1315,776,719,05035,0.955466421102,3,4
129,05,037,Arkansas,Cross County,12,16419,996,1063,1122,982,876,1040,890,1029,996,1017,999,1174,1068,925,888,624,372,358,05037,1.0551178683,3,4
130,05,039,Arkansas,Dallas County,12,7009,374,359,476,386,347,378,374,386,353,406,401,512,547,519,418,328,192,253,05039,0.922987232642,3,4
131,05,041,Arkansas,Desha County,12,11361,728,794,832,783,600,666,619,653,577,614,629,779,860,717,567,419,284,240,05041,0.948946026945,3,4
132,05,043,Arkansas,Drew County,12,18219,1115,1058,1109,1371,1759,1238,994,1042,950,967,1014,1226,1060,1004,773,646,473,420,05043,1.11184983493,3,0
133,05,045,Arkansas,Faulkner County,12,126007,7589,7932,8255,9203,14532,9423,8519,8337,7470,7521,6945,7448,6638,5395,4468,2903,1808,1621,05045,1.04291040745,3,3
134,05,047,Arkansas,Franklin County,12,17715,982,1037,1218,1157,990,1047,933,1060,1043,1107,1102,1292,1213,1069,874,666,479,446,05047,0.996320848018,3,4
135,05,049,Arkansas,Fulton County,12,12477,674,704,766,730,592,595,553,630,600,705,783,910,986,945,857,646,412,389,05049,0.823914617141,3,4
136,05,051,Arkansas,Garland County,12,99386,5325,5416,5557,5582,5006,5869,5402,5614,5412,5824,5915,7024,7296,7343,6348,4657,2986,2810,05051,1.09607547734,3,3
137,05,053,Arkansas,Grant County,12,18265,980,1099,1226,1121,979,1090,1155,1158,1142,1199,1202,1341,1201,1007,914,675,395,381,05053,0.956690225965,3,4
138,05,055,Arkansas,Greene County,12,45325,2989,2986,3143,2920,2706,3111,2928,2866,2841,3045,2867,2947,2604,2313,1959,1419,920,761,05055,1.05036091591,3,3
139,05,057,Arkansas,Hempstead County,12,21532,1498,1617,1566,1339,1207,1301,1135,1184,1189,1243,1278,1529,1464,1168,998,813,509,494,05057,0.790322903424,3,0
140,05,059,Arkansas,Hot Spring County,12,33771,1720,1813,2067,2039,1935,2283,2075,2053,2136,2241,2142,2423,2313,2109,1760,1228,724,710,05059,0.96220889891,3,3
141,05,061,Arkansas,Howard County,12,13202,938,984,977,844,734,733,793,804,716,744,803,927,819,699,635,442,328,282,05061,0.72235162356,3,4
142,05,063,Arkansas,Independence County,12,37825,2514,2502,2702,2540,2260,2233,2256,2299,2193,2363,2272,2465,2435,2075,1767,1205,917,827,05063,0.833882727534,3,3
143,05,065,Arkansas,Izard County,12,13629,565,696,765,652,720,692,746,721,735,867,873,1021,1018,966,897,719,522,454,05065,0.628791408042,3,4
144,05,067,Arkansas,Jackson County,12,16719,952,909,939,879,969,1325,1166,1138,1065,1042,1033,1144,1103,948,829,590,371,317,05067,1.06261986933,3,4
145,05,069,Arkansas,Jefferson County,12,66824,3974,3950,4093,4604,4727,4528,4080,4038,3713,3880,4126,4486,4611,4019,3146,2077,1418,1354,05069,0.963923877582,3,0
146,05,071,Arkansas,Johnson County,12,26578,1731,1785,1872,1955,1667,1639,1651,1647,1515,1531,1634,1789,1677,1384,1233,848,506,514,05071,0.973244498748,3,0
148,05,075,Arkansas,Lawrence County,12,16406,1007,945,1058,1104,1038,1032,894,957,892,966,1002,1141,1102,889,862,631,462,424,05075,0.916453161113,3,4
149,05,077,Arkansas,Lee County,12,8857,462,431,445,464,523,732,651,536,532,606,559,582,547,518,485,336,201,247,05077,1.1308249625799998,3,4
150,05,079,Arkansas,Lincoln County,12,13024,518,563,642,696,1040,1129,1128,971,890,894,902,862,719,594,576,359,287,254,05079,1.02158481345,3,4
151,05,081,Arkansas,Little River County,12,12259,708,776,788,724,627,741,693,668,728,767,769,836,867,773,715,526,291,262,05081,0.7749985783329999,3,4
152,05,083,Arkansas,Logan County,12,21466,1243,1156,1274,1348,1146,1282,1204,1141,1224,1410,1515,1668,1459,1357,1159,848,559,473,05083,0.994494725584,3,4
153,05,085,Arkansas,Lonoke County,12,73309,4762,5196,5378,4925,4261,5103,5174,5235,4751,4797,4573,4818,4220,3383,2668,1919,1154,992,05085,1.00894232337,3,4
154,05,087,Arkansas,Madison County,12,16576,1049,1046,1078,1036,861,1021,959,931,918,999,1051,1236,1180,1059,848,605,377,322,05087,0.879549711639,3,4
155,05,089,Arkansas,Marion County,12,16694,780,839,915,749,636,731,757,764,766,882,1043,1356,1618,1590,1363,952,538,415,05089,0.810768707385,3,4
156,05,091,Arkansas,Miller County,12,43257,2756,2841,2841,2604,2511,3012,2639,2835,2689,2664,2794,2886,2745,2343,1957,1429,905,806,05091,0.870569277031,3,4
157,05,093,Arkansas,Mississippi County,12,40651,2942,2833,3015,2828,2601,2772,2565,2466,2373,2321,2438,2748,2633,2033,1612,1043,746,682,05093,0.96294132401,3,3
159,05,097,Arkansas,Montgomery County,12,8986,465,404,483,492,414,459,362,390,412,518,661,761,739,694,649,497,306,280,05097,1.20156736987,3,4
161,05,101,Arkansas,Newton County,12,7753,398,360,434,463,339,395,351,432,362,417,465,592,633,672,579,416,252,193,05101,0.908879397556,3,4
162,05,103,Arkansas,Ouachita County,12,23382,1349,1426,1590,1330,1223,1360,1290,1278,1194,1370,1401,1781,1857,1657,1232,834,558,652,05103,1.1612489438299998,3,0
164,05,107,Arkansas,Phillips County,12,17782,1349,1222,1269,1175,1077,1051,866,959,890,909,1006,1248,1293,1171,886,617,401,393,05107,0.99525178451,3,0
166,05,111,Arkansas,Poinsett County,12,23528,1541,1537,1573,1472,1314,1543,1420,1329,1301,1509,1530,1650,1488,1310,1154,903,546,408,05111,0.764780806622,3,4
167,05,113,Arkansas,Polk County,12,19964,1123,1262,1307,1263,999,1089,955,1018,1050,1190,1163,1439,1389,1403,1265,971,580,498,05113,0.8648709489299999,3,2
168,05,115,Arkansas,Pope County,12,64072,4012,3963,4232,4919,5292,4577,4122,3801,3404,3736,3794,4157,3702,3131,2762,1961,1305,1202,05115,1.03025758845,3,3
169,05,117,Arkansas,Prairie County,12,8062,430,492,449,426,396,436,414,422,413,491,558,586,621,524,454,405,278,267,05117,0.711539280923,3,4
170,05,119,Arkansas,Pulaski County,12,391911,25475,25451,25021,22997,25062,30013,27537,26584,23715,23772,22723,25427,25111,21614,16511,10597,6832,7469,05119,1.02575283107,3,0
171,05,121,Arkansas,Randolph County,12,17958,1161,1179,1201,1087,962,1155,1089,1104,1015,1012,1118,1167,1163,1030,893,684,410,528,05121,0.7772250351119999,3,3
172,05,123,Arkansas,St. Francis County,12,24994,1553,1380,1448,1336,1472,1872,1869,1910,1685,1529,1512,1571,1649,1440,1112,721,471,464,05123,0.890311825976,3,0
173,05,125,Arkansas,Saline County,12,122437,6996,7806,8460,7560,6291,7613,7924,8594,7983,7976,7549,7994,7464,6879,6059,4486,2680,2123,05125,1.06330706361,3,3
174,05,127,Arkansas,Scott County,12,10281,615,652,691,632,495,634,558,536,512,586,675,816,674,648,542,491,285,239,05127,0.879241012069,3,4
176,05,131,Arkansas,Sebastian County,12,127827,8519,8409,8568,8338,8151,8941,8236,7871,7564,7798,8030,8470,7946,6838,5362,3893,2403,2490,05131,0.931203570246,3,1
177,05,133,Arkansas,Sevier County,12,17007,1268,1395,1412,1228,1094,1153,966,1006,909,1106,991,1025,912,793,663,449,346,291,05133,0.7664469172499999,3,4
178,05,135,Arkansas,Sharp County,12,17442,958,920,1029,994,842,902,814,827,876,992,1043,1309,1332,1330,1184,952,609,529,05135,0.8659276264040001,3,4
179,05,137,Arkansas,Stone County,12,12506,613,628,694,682,578,625,543,592,679,594,745,1010,1034,1004,897,726,460,402,05137,1.21016870073,3,4
180,05,139,Arkansas,Union County,12,38682,2536,2529,2654,2376,2177,2358,2206,2377,2218,2384,2298,2796,2654,2342,1815,1271,882,809,05139,0.95807961512,3,0
181,05,141,Arkansas,Van Buren County,12,16545,773,887,930,932,733,740,741,882,807,1016,1014,1310,1364,1231,1171,874,565,575,05141,1.00175224737,3,4
182,05,143,Arkansas,Washington County,12,239187,15931,16159,16217,19044,24986,19296,16773,17080,14871,13336,12337,12916,11322,9685,7563,5178,3280,3213,05143,0.987364606331,3,2
183,05,145,Arkansas,White County,12,78753,4614,5042,5325,5869,6001,5096,4677,4687,4447,4905,4789,5438,4668,3972,3626,2544,1609,1444,05145,0.864364313309,3,3
185,05,149,Arkansas,Yell County,12,21341,1304,1423,1556,1392,1153,1296,1213,1219,1276,1363,1315,1582,1391,1190,937,732,523,476,05149,0.8772266700470001,3,4
186,06,001,California,Alameda County,12,1671329,94728,94989,95016,94615,96695,134297,145323,136931,118118,113309,105523,106763,96259,79436,61328,39927,26863,31209,06001,1.17903853204,2,0
